,Unnamed: 0,Unnamed: 0.1,bbox_id,air_quality,area,closest_shop,cloud_cover,humidity,shops_amount,temperature,inappropriate_type,flat_roof,gabled_roof,round_roof
195,195,1195,Seattle2,88,200.740661486549,2,0.6,0.77,0.0,11.64,0,0,0,0
196,196,1196,Seattle2,88,51.8253328286071,2,0.6,0.77,0.0,11.49,0,0,0,0
197,197,1197,Seattle2,88,90.0877519498872,2,0.6,0.77,0.0,11.49,0,0,0,0
198,198,1198,Seattle2,88,133.794150738223,2,0.6,0.77,0.0,11.49,0,0,0,0
199,199,1199,Seattle2,88,269.12097054553,2,0.6,0.77,0.0,11.64,0,0,0,0
200,200,1200,Seattle3,88,138.305835539421,2,0.6,0.79,0.0,11.08,0,0,0,0
201,201,1201,Seattle3,88,139.547899908827,2,0.6,0.79,0.0,11.2,0,0,0,0
202,202,1202,Seattle3,88,106.32767548868799,2,0.6,0.79,0.0,11.2,0,1,0,0
203,203,1203,Seattle3,88,164.047640458878,2,0.6,0.79,0.0,11.08,0,0,0,0
204,204,1204,Seattle3,88,110.537465596243,2,0.6,0.79,0.0,11.08,0,0,0,0
205,205,1205,Seattle3,88,226.228912949189,2,0.6,0.79,0.0,11.2,0,1,0,0
206,206,1206,Seattle3,88,273.296601522545,2,0.6,0.79,0.0,11.08,0,0,0,0
207,207,1207,Seattle3,88,52.040601532943704,2,0.6,0.79,0.0,11.2,0,0,0,0
208,208,1208,Seattle3,88,110.791608688434,2,0.6,0.79,0.0,11.2,0,0,0,0
209,209,1209,Seattle3,88,42.303123393243396,2,0.6,0.79,0.0,11.2,0,0,0,0
210,210,1210,Seattle3,88,159.00538133083,2,0.6,0.79,0.0,11.2,0,0,0,0
211,211,1211,Seattle3,88,25.824521372207197,2,0.6,0.79,0.0,11.2,0,0,0,0
212,212,1212,Seattle3,88,1202.3066800940599,2,0.6,0.79,0.0,11.08,0,0,0,0
213,213,1213,Seattle3,88,103.582760574377,2,0.6,0.79,0.0,11.2,0,0,0,0
214,214,1214,Seattle3,88,92.72441337637552,2,0.6,0.79,0.0,11.2,0,0,0,0
215,215,1215,Seattle3,88,134.436514785408,2,0.6,0.79,0.0,11.2,0,0,0,0
216,216,1216,Seattle3,88,105.921450012052,2,0.6,0.79,0.0,11.2,0,0,0,0
217,217,1217,Seattle3,88,204.354401736444,2,0.6,0.79,0.0,11.2,0,0,0,0
218,218,1218,Seattle3,88,128.276242976403,2,0.6,0.79,0.0,11.2,0,0,0,0
219,219,1219,Seattle3,88,133.956127907554,2,0.6,0.79,0.0,11.08,0,1,0,0
220,220,1220,Seattle3,88,79.9620265102484,2,0.6,0.79,0.0,11.08,0,0,0,0
