,bbox_id,air_quality,area,closest_shop,cloud_cover,humidity,shops_amount,temperature
241,Berlin3,77,580.880578979804,165,0.61,0.7,26,11.58
242,Berlin3,77,12.9786344278133,59,0.61,0.7,26,11.58
243,Berlin3,76,134.081254173283,191,0.61,0.7,3,11.56
244,Berlin3,76,86.1715506110587,122,0.61,0.7,28,11.56
245,Berlin3,76,498.62738090967696,41,0.61,0.7,25,11.56
246,Berlin3,77,557.779852452549,241,0.61,0.7,23,11.58
247,Berlin3,76,9.076786290412869,164,0.61,0.7,6,11.56
248,Berlin3,83,252.22212814963902,276,0.61,0.7,12,11.58
249,Berlin3,77,187.29579169392898,200,0.61,0.7,6,11.58
250,Berlin3,76,267.162218836921,35,0.61,0.7,19,11.56
251,Berlin3,77,678.8837814921241,101,0.61,0.7,24,11.58
252,Berlin3,83,12.2267078864956,194,0.61,0.7,12,11.58
253,Berlin3,83,759.711858870934,72,0.61,0.7,17,11.58
254,Berlin3,83,503.914678160083,79,0.61,0.7,17,11.58
255,Berlin3,83,469.28005294766604,100,0.61,0.7,4,11.57
256,Berlin3,83,260.371380760543,138,0.61,0.7,17,11.58
257,Berlin3,77,456.975499016776,156,0.61,0.7,15,11.58
258,Berlin3,83,346.14970404978,209,0.61,0.7,15,11.58
259,Berlin3,76,16.3725065186833,142,0.61,0.7,18,11.56
260,Berlin3,77,165.324399619529,196,0.61,0.7,26,11.58
261,Berlin3,83,5.97911094170837,168,0.61,0.7,7,11.57
262,Berlin3,77,763.655900149792,32,0.61,0.7,25,11.58
263,Berlin3,73,233.25640870883998,561,0.61,0.7,0,11.58
264,Berlin3,77,51.696064405061996,23,0.61,0.7,13,11.58
265,Berlin3,76,229.29899204824798,87,0.61,0.7,13,11.56
266,Berlin3,77,127.99397162782,101,0.61,0.7,29,11.58
267,Berlin3,77,227.493423412859,64,0.61,0.7,32,11.58
268,Berlin3,82,227.540346413452,173,0.61,0.7,14,11.56
269,Berlin3,77,143.51906084107299,114,0.61,0.7,26,11.58
270,Berlin3,77,876.631635493044,68,0.61,0.7,14,11.58
271,Berlin3,76,250.742655913235,54,0.61,0.7,8,11.56
272,Berlin3,76,444.85632648113,27,0.61,0.7,22,11.56
273,Berlin3,77,137.393711615942,4,0.61,0.7,28,11.58
274,Berlin3,76,307.613534178386,227,0.61,0.7,3,11.56
275,Berlin3,73,270.897517508762,111,0.61,0.7,8,11.58
276,Berlin3,77,157.213769117239,142,0.61,0.7,26,11.58
277,Berlin3,83,468.18839075975995,95,0.61,0.7,18,11.58
278,Berlin3,73,276.473007923197,38,0.61,0.7,16,11.58
279,Berlin3,76,723.415002926324,81,0.61,0.7,22,11.56
280,Berlin3,77,227.65305973552898,167,0.61,0.7,10,11.58
281,Berlin3,77,623.505222503134,217,0.61,0.7,26,11.58
282,Berlin3,77,250.52528283570098,125,0.61,0.7,24,11.58
283,Berlin3,83,606.118379709877,42,0.61,0.7,11,11.57
284,Berlin3,77,266.297706325795,90,0.61,0.7,23,11.58
285,Berlin3,77,427.53069341563105,230,0.61,0.7,10,11.58
286,Berlin3,76,15.039422916175099,175,0.61,0.7,5,11.56
287,Berlin3,83,130.86050288964302,6,0.61,0.7,15,11.57
288,Berlin3,76,611.617166191099,147,0.61,0.7,7,11.56
289,Berlin3,77,803.8217346311579,43,0.61,0.7,27,11.58
290,Berlin3,77,904.451194324167,172,0.61,0.7,22,11.58
